Source.Name,upload_date*,licence_number,reference_number,subservice_id*,licence_category*,area_id*,area_name*,account_number*,licensee_name*,contact_name,business_telephone,email_address,location,station_type,technology,cell_id,physical_id,province_code,latitude,longitude,site_type,structure_height,structure_type,date_last_changed,record_id,tx_frequency,rx_frequency,tx_radio_model_number,rx_radio_model_number,tx_radio_manufacturer_code,rx_radio_manufacturer_code,tx_certification_no,rx_certification_no,bandwidth,class_emission,tx_power,downlink_allocation,tx_ant_type,rx_ant_type,tx_number_antennas,rx_number_antennas,tx_ant_model_no,rx_ant_model_no,tx_ant_manufacturer,rx_ant_manufacturer,tx_ant_height,rx_ant_height,tx_ant_omni_indicator,rx_ant_omni_indicator,tx_ant_horiz_beamwidth,rx_ant_horiz_beamwidth,tx_ant_vert_beamwidth,rx_ant_vert_beamwidth,tx_ant_azimuth,rx_ant_azimuth,tx_ant_elevation_angle,rx_ant_elevation_angle,tx_ant_gain,rx_ant_gain,tx_line_loss,rx_line_loss,Tier-4 id,TEL id
Videotron sectors 4-029.csv,20/08/2025,010809061-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,5GDSS,302500-20000-180259201,91,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,675.5,629.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,310,310,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809061-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,LTE,302500-20000-51538759,75,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,675.5,629.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,55,55,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809061-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,LTE,302500-20000-51538760,83,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,675.5,629.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,155,155,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809061-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,LTE,302500-20000-51538761,91,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,675.5,629.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,310,310,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809061-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,5GDSS,302500-20000-180257381,189,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,675.5,629.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,50,50,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809061-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,5GDSS,302500-20000-180257391,197,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,675.5,629.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,160,160,5,5,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809061-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,5GDSS,302500-20000-180257401,205,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,675.5,629.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,250,250,5,5,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809061-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,5GDSS,302500-20000-180257411,13,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,675.5,629.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,330,330,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809061-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540295,189,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,675.5,629.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,50,50,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809061-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540296,197,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,675.5,629.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,160,160,5,5,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809061-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540297,205,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,675.5,629.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,250,250,5,5,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809061-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540298,13,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,675.5,629.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,330,330,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Armagh                               ,FX,5GDSS,302500-20000-180256981,141,QC,46.7462,-70.586,O,75,T,15/11/2023,QU332-02,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,80,80,D,D,65,65,11,11,90,90,6,6,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Armagh                               ,FX,5GDSS,302500-20000-180256991,149,QC,46.7462,-70.586,O,75,T,15/11/2023,QU332-02,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,80,80,D,D,65,65,11,11,200,200,6,6,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Armagh                               ,FX,5GDSS,302500-20000-180257001,157,QC,46.7462,-70.586,O,75,T,15/11/2023,QU332-02,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,80,80,D,D,65,65,11,11,290,290,6,6,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Armagh                               ,FX,LTE,302500-20000-51541063,141,QC,46.7462,-70.586,O,75,T,15/11/2023,QU332-02,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,80,80,D,D,65,65,11,11,90,90,6,6,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Armagh                               ,FX,LTE,302500-20000-51541064,149,QC,46.7462,-70.586,O,75,T,15/11/2023,QU332-02,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,80,80,D,D,65,65,11,11,200,200,6,6,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Armagh                               ,FX,LTE,302500-20000-51541065,157,QC,46.7462,-70.586,O,75,T,15/11/2023,QU332-02,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,80,80,D,D,65,65,11,11,290,290,6,6,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Cap St-Ignace                        ,FX,5GDSS,302500-20000-199902797,171,QC,47.0275,-70.461,O,75,T,06/06/2025,BS201-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,76,76,D,D,69,69,11,11,60,60,5,5,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Cap St-Ignace                        ,FX,5GDSS,302500-20000-199902807,179,QC,47.0275,-70.461,O,75,T,06/06/2025,BS201-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,76,76,D,D,69,69,11,11,200,200,4,4,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Cap St-Ignace                        ,FX,5GDSS,302500-20000-199902817,187,QC,47.0275,-70.461,O,75,T,06/06/2025,BS201-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,76,76,D,D,69,69,11,11,300,300,5,5,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Cap St-Ignace                        ,FX,LTE,302500-20000-51763527,171,QC,47.0275,-70.461,O,75,T,06/06/2025,BS201-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,76,76,D,D,69,69,11,11,60,60,5,5,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Cap St-Ignace                        ,FX,LTE,302500-20000-51763528,179,QC,47.0275,-70.461,O,75,T,06/06/2025,BS201-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,76,76,D,D,69,69,11,11,200,200,4,4,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL Cap St-Ignace                        ,FX,LTE,302500-20000-51763529,187,QC,47.0275,-70.461,O,75,T,06/06/2025,BS201-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,76,76,D,D,69,69,11,11,300,300,5,5,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Jean-Port-Joli                    ,FX,5GDSS,302500-23005-199903397,291,QC,47.2036,-70.246,O,60,T,05/05/2025,BS206-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,60,60,D,D,69,69,11,11,40,40,7,7,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Jean-Port-Joli                    ,FX,5GDSS,302500-23005-199903407,299,QC,47.2036,-70.246,O,60,T,05/05/2025,BS206-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,60,60,D,D,69,69,11,11,130,130,5,5,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Jean-Port-Joli                    ,FX,5GDSS,302500-23005-199903417,307,QC,47.2036,-70.246,O,60,T,05/05/2025,BS206-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,60,60,D,D,69,69,11,11,220,220,6,6,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Jean-Port-Joli                    ,FX,5GDSS,302500-23005-199903427,499,QC,47.2036,-70.246,O,60,T,05/05/2025,BS206-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,60,60,D,D,69,69,11,11,305,305,7,7,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Jean-Port-Joli                    ,FX,LTE,302500-23005-51764807,291,QC,47.2036,-70.246,O,60,T,05/05/2025,BS206-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,60,60,D,D,69,69,11,11,40,40,6,6,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Jean-Port-Joli                    ,FX,LTE,302500-23005-51764808,299,QC,47.2036,-70.246,O,60,T,05/05/2025,BS206-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,60,60,D,D,69,69,11,11,130,130,5,5,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Jean-Port-Joli                    ,FX,LTE,302500-23005-51764809,307,QC,47.2036,-70.246,O,60,T,05/05/2025,BS206-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,60,60,D,D,69,69,11,11,220,220,6,6,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Jean-Port-Joli                    ,FX,LTE,302500-23005-51764810,499,QC,47.2036,-70.246,O,60,T,05/05/2025,BS206-06,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,T2008M6R032V03,T2008M6R032V03,TongYu,TongYu,60,60,D,D,69,69,11,11,305,305,7,7,14.3,14.3,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,5GDSS,302500-20000-180259181,75,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,55,55,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,5GDSS,302500-20000-180259191,83,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,155,155,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,5GDSS,302500-20000-180259201,91,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,310,310,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,LTE,302500-20000-51538759,75,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,55,55,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,LTE,302500-20000-51538760,83,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,155,155,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Michel-de-Bellechasse             ,FX,LTE,302500-20000-51538761,91,QC,46.8611,-70.893,O,56,T,28/11/2023,QU323-11,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,56,56,D,D,65,65,11,11,310,310,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,5GDSS,302500-20000-180257381,189,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,50,50,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,5GDSS,302500-20000-180257391,197,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,160,160,5,5,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,5GDSS,302500-20000-180257401,205,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,250,250,5,5,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,5GDSS,302500-20000-180257411,13,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,330,330,4,4,15,15,0,0,4-029,
Videotron sectors 4-029.csv,20/08/2025,010809062-001,20250819,870,600B,2-004,Eastern Quebec,1.00E+11,Vidéotron ltée,Loic Cadoret,5147592164,loic.cadoret@videotron.com,VL St-Raphael                           ,FX,LTE,302500-20000-51540295,189,QC,46.7953,-70.741,O,83,T,11/06/2024,QU329-03,680.5,634.5,RF4425t-71A,RF4425t-71A,649E,649E,649E-RF4425T71A,649E-RF4425T71A,15,15M0V7WEW,103.09,100,AAS,AAS,4,4,ASI4516R0v07,ASI4516R0v07,Huawei,Huawei,82,82,D,D,65,65,11,11,50,50,4,4,15,15,0,0,4-029,
